0;0;0;0;land;false;unknown;0
1;226;229;81;land;true;plains;1
2;251;198;173;land;false;plains;1
3;234;202;205;land;false;plains;1
4;82;236;198;land;true;plains;1
5;127;235;205;land;false;plains;1
6;239;137;172;land;false;plains;1
7;185;157;172;land;false;plains;1
8;172;104;254;land;false;plains;1
9;249;67;185;land;false;plains;1
10;185;176;234;land;false;plains;1
11;238;107;179;land;false;plains;1
12;234;185;110;land;true;plains;1
13;87;180;245;land;false;plains;1
14;177;231;250;land;false;plains;1
15;148;219;183;land;false;plains;1
16;246;225;121;land;false;plains;1
17;190;127;241;land;true;plains;1
18;228;190;110;land;true;plains;1
19;200;110;208;land;false;plains;1
20;127;171;246;land;false;plains;1
21;234;250;171;land;true;plains;1
22;230;136;208;land;true;plains;1
23;166;194;218;land;false;plains;1
24;165;138;250;land;false;plains;1
25;195;159;171;land;true;plains;1
26;187;230;126;land;false;plains;1
27;254;228;129;land;false;plains;1
28;198;188;247;land;true;plains;1
29;217;233;230;land;false;plains;1
30;169;156;200;land;false;plains;1
31;233;153;229;land;false;plains;1
32;230;131;212;land;false;plains;1
33;233;137;187;land;false;plains;1
34;251;192;149;land;true;plains;1
35;164;252;195;land;false;plains;1
36;223;224;86;land;true;plains;1
37;206;216;92;land;true;plains;1
38;242;198;79;land;false;plains;1
39;185;242;78;land;false;plains;1
40;121;195;253;land;false;plains;1
41;120;235;248;land;false;plains;1
42;160;246;104;land;false;plains;1
43;147;245;112;land;false;plains;1
44;233;227;126;land;false;plains;1
45;254;136;211;land;false;plains;1
46;248;240;59;land;false;plains;1
47;162;204;155;land;true;plains;1
48;245;217;151;land;false;plains;1
49;180;202;138;land;false;plains;1
50;200;168;200;land;false;plains;1
51;153;222;144;land;false;plains;1
52;149;249;242;land;true;plains;1
53;246;229;94;land;false;plains;1
54;169;220;174;land;true;plains;1
55;205;185;239;land;false;plains;1
56;252;175;200;land;false;plains;1
57;147;148;224;land;false;plains;1
58;202;212;150;land;false;plains;1
59;227;23;253;land;false;plains;1
60;147;202;223;land;true;plains;1
61;238;180;88;land;false;plains;1
62;187;178;182;land;true;plains;1
63;188;162;249;land;false;plains;1
64;215;219;200;land;false;plains;1
65;237;180;141;land;false;plains;1
66;175;128;235;land;false;plains;1
67;87;235;212;land;false;plains;1
68;115;254;166;land;true;plains;1
69;228;89;197;land;false;plains;1
70;246;247;147;land;false;plains;1
71;233;228;95;land;false;plains;1
72;206;108;228;land;true;plains;1
73;178;234;204;land;false;plains;1
74;143;217;181;land;false;plains;1
75;167;219;156;land;false;plains;1
76;228;145;208;land;true;plains;1
77;192;239;100;land;false;plains;1
78;197;221;222;land;true;plains;1
79;211;196;123;land;false;plains;1
80;143;231;144;land;false;plains;1
81;240;233;211;land;false;plains;1
82;191;237;173;land;false;plains;1
83;201;152;205;land;false;plains;1
84;168;244;162;land;false;plains;1
85;243;73;249;land;false;plains;1
86;253;208;133;land;false;plains;1
87;227;96;246;land;false;plains;1
88;189;183;236;land;false;plains;1
89;176;176;190;land;false;plains;1
90;250;235;215;land;false;plains;1
91;250;238;208;land;false;plains;1
92;205;181;152;land;false;plains;1
93;142;196;164;land;false;plains;1
94;200;231;231;land;false;plains;1
95;89;215;197;land;false;plains;1
96;210;94;220;land;false;plains;1
97;199;220;118;land;false;plains;1
98;193;134;180;land;true;plains;1
99;140;250;119;land;false;plains;1
100;251;241;108;land;true;plains;1
101;182;185;226;land;false;plains;1
102;182;207;160;land;false;plains;1
103;118;228;161;land;false;plains;1
104;248;213;77;land;false;plains;1
105;241;183;192;land;false;plains;1
106;196;80;247;land;false;plains;1
107;245;131;183;land;false;plains;1
108;190;249;140;land;false;plains;1
109;155;212;240;land;true;plains;1
110;182;130;225;land;true;plains;1
111;197;199;194;land;false;plains;1
112;247;235;136;land;true;plains;1
113;184;237;184;land;false;plains;1
114;251;172;251;land;false;plains;1
115;71;224;212;land;false;plains;1
116;231;144;211;land;false;plains;1
117;188;196;139;land;false;plains;1
118;186;174;253;land;false;plains;1
119;237;170;177;land;false;plains;1
120;200;132;238;land;false;plains;1
121;247;169;215;land;false;plains;1
122;187;85;229;land;false;plains;1
123;240;29;242;land;true;plains;1
124;108;227;186;land;false;plains;1
125;208;154;239;land;true;plains;1
126;232;189;87;land;false;plains;1
127;180;100;241;land;false;plains;1
128;199;218;136;land;false;plains;1
129;182;241;200;land;false;plains;1
130;115;203;230;land;true;plains;1
131;182;107;248;land;false;plains;1
132;80;207;228;land;false;plains;1
133;236;96;218;land;true;plains;1
134;144;188;178;land;false;plains;1
135;144;172;214;land;false;plains;1
136;252;196;94;land;false;plains;1
137;235;238;80;land;true;plains;1
138;141;209;217;land;false;plains;1
139;229;183;166;land;true;plains;1
140;216;195;128;land;false;plains;1
141;156;154;228;land;false;plains;1
142;183;197;205;land;false;plains;1
143;194;246;94;land;false;plains;1
144;231;192;178;land;false;plains;1
145;253;36;219;land;false;plains;1
146;242;241;28;land;false;plains;1
147;251;176;147;land;false;plains;1
148;165;232;199;land;false;plains;1
149;247;40;252;land;true;plains;1
150;176;206;153;land;false;plains;1
151;113;248;194;land;false;plains;1
152;132;202;184;land;false;plains;1
153;143;142;224;land;false;plains;1
154;241;93;186;land;false;plains;1
155;167;179;203;land;false;plains;1
156;107;210;241;land;false;plains;1
157;181;235;249;land;true;plains;1
158;61;223;241;land;true;plains;1
159;207;118;199;land;true;plains;1
160;158;237;246;land;false;plains;1
